movieId,title,genres,imdbId,tmdbId
219,"Cure, The (1995)",Drama,112757,6715
220,Castle Freak (1995),Horror,112643,18256
222,Circle of Friends (1995),Drama|Romance,112679,22625
223,Clerks (1994),Comedy,109445,2292
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883,1909
225,Disclosure (1994),Drama|Thriller,109635,8984
227,Drop Zone (1994),Action|Thriller,109676,4954
228,Destiny Turns on the Radio (1995),Comedy,112854,62488
229,Death and the Maiden (1994),Drama|Thriller,109579,10531
230,Dolores Claiborne (1995),Drama|Thriller,109642,11929
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,109686,8467
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797,10451
233,Exotica (1994),Drama,109759,20156
234,Exit to Eden (1994),Comedy,109758,18395
235,Ed Wood (1994),Comedy|Drama,109707,522
236,French Kiss (1995),Action|Comedy|Romance,113117,397
237,Forget Paris (1995),Comedy|Romance,113097,10525
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,113028,27985
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,113198,15789
240,Hideaway (1995),Thriller,113303,27303
241,Fluke (1995),Children|Drama,113089,21183
242,Farinelli: il castrato (1994),Drama|Musical,109771,10954
243,Gordy (1995),Children|Comedy|Fantasy,113199,47867
246,Hoop Dreams (1994),Documentary,110057,14275
247,Heavenly Creatures (1994),Crime|Drama,110005,1024
248,Houseguest (1994),Comedy,110066,17207
249,Immortal Beloved (1994),Drama|Romance,110116,13701
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,110006,14819
251,"Hunted, The (1995)",Action,113360,32631
252,I.Q. (1994),Comedy|Romance,110099,11777
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,110148,628
254,Jefferson in Paris (1995),Drama,113463,87729
255,"Jerky Boys, The (1995)",Comedy,110189,18713
256,Junior (1994),Comedy|Sci-Fi,110216,6280
257,Just Cause (1995),Mystery|Thriller,113501,9061
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,113538,37108
259,Kiss of Death (1995),Crime|Drama|Thriller,113552,6071
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11
261,Little Women (1994),Drama,110367,9587
262,"Little Princess, A (1995)",Children|Drama,113670,19101
263,Ladybird Ladybird (1994),Drama,110296,49980
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,103994,18183
266,Legends of the Fall (1994),Drama|Romance|War|Western,110322,4476
267,Major Payne (1995),Comedy,110443,11008
269,My Crazy Life (Mi vida loca) (1993),Drama,107566,32325
270,Love Affair (1994),Drama|Romance,110391,43742
271,Losing Isaiah (1995),Drama,113691,28313
272,"Madness of King George, The (1994)",Comedy|Drama,110428,11318
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,109836,3036
274,Man of the House (1995),Comedy,113755,40490
275,Mixed Nuts (1994),Comedy,110538,24070
276,Milk Money (1994),Comedy|Romance,110516,8986
277,Miracle on 34th Street (1994),Drama,110527,10510
278,Miami Rhapsody (1995),Comedy,113808,17402
279,My Family (1995),Drama,113896,38722
280,Murder in the First (1995),Drama|Thriller,113870,8438
281,Nobody's Fool (1994),Comedy|Drama|Romance,110684,11593
282,Nell (1994),Drama,110638,1945
283,New Jersey Drive (1995),Crime|Drama,113967,39310
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,117169,109560
285,Beyond Bedlam (1993),Drama|Horror,106402,56428
287,Nina Takes a Lover (1994),Comedy|Romance,110671,131957
288,Natural Born Killers (1994),Action|Crime|Thriller,110632,241
289,Only You (1994),Comedy|Romance,110737,9058
290,Once Were Warriors (1994),Crime|Drama,110729,527
291,Poison Ivy II (1996),Drama|Thriller,114151,18220
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,114069,6950
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101
294,"Perez Family, The (1995)",Comedy|Romance,114113,63020
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,114210,2307
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680
298,Pushing Hands (Tui shou) (1992),Drama,105652,25296
299,Priest (1994),Drama,110889,40156
300,Quiz Show (1994),Drama,110932,11450
301,Picture Bride (Bijo photo) (1994),Drama|Romance,114129,30304
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,110963,10452
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,114214,12106
304,Roommates (1995),Comedy|Drama,114296,161495
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,110907,3586
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,111495,110
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108394,108
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,111507,109
310,Rent-a-Kid (1995),Comedy,114268,36357
311,Relative Fear (1994),Horror|Thriller,110965,92769
312,Stuart Saves His Family (1995),Comedy,114571,28033
313,"Swan Princess, The (1994)",Animation|Children,111333,22586
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,111112,14334
315,"Specialist, The (1994)",Action|Drama|Thriller,111255,2636
316,Stargate (1994),Action|Adventure|Sci-Fi,111282,2164
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,111070,11395
318,"Shawshank Redemption, The (1994)",Crime|Drama,111161,278
319,Shallow Grave (1994),Comedy|Drama|Thriller,111149,9905
320,Suture (1993),Film-Noir|Thriller,108260,87078
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,106966,12527
322,Swimming with Sharks (1995),Comedy|Drama,114594,20306
324,"Sum of Us, The (1994)",Comedy|Drama,111309,36614
325,National Lampoon's Senior Trip (1995),Comedy,113936,27993
326,To Live (Huozhe) (1994),Drama,110081,31439
327,Tank Girl (1995),Action|Comedy|Sci-Fi,114614,9067
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,114608,9059
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,111280,193
330,Tales from the Hood (1995),Action|Crime|Horror,114609,25066
331,Tom & Viv (1994),Drama,111454,46797
332,Village of the Damned (1995),Horror|Sci-Fi,114852,12122
333,Tommy Boy (1995),Comedy,114694,11381
334,Vanya on 42nd Street (1994),Drama,111590,32636
335,Underneath (1995),Mystery|Thriller,114788,36141
336,"Walking Dead, The (1995)",Drama|War,114888,95963
337,What's Eating Gilbert Grape (1993),Drama,108550,1587
338,Virtuosity (1995),Action|Sci-Fi|Thriller,114857,9271
339,While You Were Sleeping (1995),Comedy|Romance,114924,2064
340,"War, The (1994)",Adventure|Drama|War,111667,19855
341,Double Happiness (1994),Drama,109655,60855
342,Muriel's Wedding (1994),Comedy,110598,236
343,"Baby-Sitters Club, The (1995)",Children,112435,48287
344,Ace Ventura: Pet Detective (1994),Comedy,109040,3049
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,109045,2759
346,Backbeat (1993),Drama|Musical,106339,12635
347,Bitter Moon (1992),Drama|Film-Noir|Romance,104779,10497
348,Bullets Over Broadway (1994),Comedy,109348,11382
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,109444,9331
350,"Client, The (1994)",Drama|Mystery|Thriller,109446,10731
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,109484,10464
352,Crooklyn (1994),Comedy|Drama,109504,34152
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,109506,9495
354,Cobb (1994),Drama,109450,29973
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,109813,888
356,Forrest Gump (1994),Comedy|Drama|Romance|War,109830,13
357,Four Weddings and a Funeral (1994),Comedy|Romance,109831,712
358,Higher Learning (1995),Drama,113305,16295
359,I Like It Like That (1994),Comedy|Drama|Romance,110091,48992
360,I Love Trouble (1994),Action|Comedy,110093,10879
361,It Could Happen to You (1994),Comedy|Drama|Romance,110167,10660
362,"Jungle Book, The (1994)",Adventure|Children|Romance,110213,10714
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,107472,41647
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,110357,8587
365,Little Buddha (1993),Drama,107426,1689
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,111686,11596
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,110475,854
368,Maverick (1994),Adventure|Comedy|Western,110478,9359
369,Mrs. Parker and the Vicious Circle (1994),Drama,110588,23333
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,110622,36593
371,"Paper, The (1994)",Comedy|Drama,110771,12280
372,Reality Bites (1994),Comedy|Drama|Romance,110950,2788
373,Red Rock West (1992),Thriller,105226,10427
374,Richie Rich (1994),Children|Comedy,110989,11011
376,"River Wild, The (1994)",Action|Thriller,110997,8987
377,Speed (1994),Action|Romance|Thriller,111257,1637
378,Speechless (1994),Comedy|Romance,111256,15128
379,Timecop (1994),Action|Sci-Fi|Thriller,111438,8831
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,111503,36955
381,When a Man Loves a Woman (1994),Drama|Romance,111693,10449
382,Wolf (1994),Drama|Horror|Romance|Thriller,111742,10395
383,Wyatt Earp (1994),Western,111756,12160
384,Bad Company (1995),Action|Crime|Drama,112443,40480
385,"Man of No Importance, A (1994)",Drama,110455,52038
386,S.F.W. (1994),Drama,111048,29444
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,110399,26352
388,Boys Life (1995),Drama,112570,39953
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,109454,41580
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,59170,315
391,Jason's Lyric (1994),Crime|Drama,110186,22067
393,Street Fighter (1994),Action|Adventure|Fantasy,111301,11667
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,110027,8011
406,Federal Hill (1994),Drama,109785,171857
407,In the Mouth of Madness (1995),Horror|Thriller,113409,2654
408,8 Seconds (1994),Drama,109021,18069
409,Above the Rim (1994),Crime|Drama,109035,19092
410,Addams Family Values (1993),Children|Comedy|Fantasy,106220,2758
412,"Age of Innocence, The (1993)",Drama,106226,10436
413,Airheads (1994),Comedy,109068,13595
414,"Air Up There, The (1994)",Comedy,109067,46094
415,Another Stakeout (1993),Comedy|Thriller,106292,9409
416,Bad Girls (1994),Western,109198,11853
417,Barcelona (1994),Comedy|Romance,109219,16771
418,Being Human (1993),Drama,106379,46924
419,"Beverly Hillbillies, The (1993)",Comedy,106400,11041
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,109254,306
421,Black Beauty (1994),Adventure|Children|Drama,109279,14522
422,Blink (1994),Thriller,109297,26203
423,Blown Away (1994),Action|Thriller,109303,178
424,Blue Chips (1994),Drama,109305,19819
425,Blue Sky (1994),Drama|Romance,109306,57834
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,106452,4722
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,106471,18215
428,"Bronx Tale, A (1993)",Drama,106489,1607
429,Cabin Boy (1994),Comedy,109361,26391
430,Calendar Girl (1993),Comedy|Drama,106505,117553
431,Carlito's Way (1993),Crime|Drama,106519,6075
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,109439,11310
433,Clean Slate (1994),Comedy,109443,18658
434,Cliffhanger (1993),Action|Adventure|Thriller,106582,9350
435,Coneheads (1993),Comedy|Sci-Fi,106598,9612
436,Color of Night (1994),Drama|Thriller,109456,2124
437,Cops and Robbersons (1994),Comedy,109480,26261
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,109493,19176
440,Dave (1993),Comedy|Romance,106673,11566
441,Dazed and Confused (1993),Comedy,106677,9571
442,Demolition Man (1993),Action|Adventure|Sci-Fi,106697,9739
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,106834,34444
445,Fatal Instinct (1993),Comedy,106873,26141
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,106332,10997
448,Fearless (1993),Drama,106881,10443
449,Fear of a Black Hat (1994),Comedy,106880,20239
450,With Honors (1994),Comedy|Drama,111732,16297
451,Flesh and Bone (1993),Drama|Mystery|Romance,106926,18551
452,Widows' Peak (1994),Drama,111712,25440
453,For Love or Money (1993),Comedy|Romance,106941,9024
454,"Firm, The (1993)",Drama|Thriller,106918,37233
455,Free Willy (1993),Adventure|Children|Drama,106965,1634
456,Fresh (1994),Crime|Drama|Thriller,109842,13815
457,"Fugitive, The (1993)",Thriller,106977,5503
458,Geronimo: An American Legend (1993),Drama|Western,107004,35588
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,109890,2087
460,Getting Even with Dad (1994),Comedy,109891,41579
461,Go Fish (1994),Drama|Romance,109913,18620
464,Hard Target (1993),Action|Adventure|Crime|Thriller,107076,2019
466,Hot Shots! Part Deux (1993),Action|Comedy|War,107144,9255
467,Live Nude Girls (1995),Comedy,113674,26271
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,112966,10612
469,"House of the Spirits, The (1993)",Drama|Romance,107151,2259
470,House Party 3 (1994),Comedy,110064,16097
471,"Hudsucker Proxy, The (1994)",Comedy,110074,11934
472,I'll Do Anything (1994),Comedy|Drama,110097,106143
473,In the Army Now (1994),Comedy|War,110123,12475
474,In the Line of Fire (1993),Action|Thriller,107206,9386
475,In the Name of the Father (1993),Drama,107207,7984
476,"Inkwell, The (1994)",Comedy|Drama,110137,59930
477,What's Love Got to Do with It? (1993),Drama|Musical,108551,15765
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,110197,31643
479,Judgment Night (1993),Action|Crime|Thriller,107286,6
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,107290,329
481,Kalifornia (1993),Drama|Thriller,107302,10909
482,Killing Zoe (1994),Crime|Drama|Thriller,110265,507
484,Lassie (1994),Adventure|Children,110305,29918
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,107362,9593
486,Life with Mikey (1993),Comedy,107413,42580
487,Lightning Jack (1994),Comedy|Western,110353,22317
488,M. Butterfly (1993),Drama|Romance,107468,1413
489,Made in America (1993),Comedy,107478,12121
490,Malice (1993),Thriller,107497,2246
491,"Man Without a Face, The (1993)",Drama,107501,10502
492,Manhattan Murder Mystery (1993),Comedy|Mystery,107507,10440
493,Menace II Society (1993),Action|Crime|Drama,107554,9516
494,Executive Decision (1996),Action|Adventure|Thriller,116253,2320
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,74102,5879
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,111689,83718
497,Much Ado About Nothing (1993),Comedy|Romance,107616,11971
499,Mr. Wonderful (1993),Comedy|Romance,107613,31911
500,Mrs. Doubtfire (1993),Comedy|Drama,107614,788
501,Naked (1993),Drama,107653,21450
502,"Next Karate Kid, The (1994)",Action|Children|Romance,110657,11231
504,No Escape (1994),Action|Drama|Sci-Fi,110678,10447
505,North (1994),Comedy,110687,31586
506,Orlando (1992),Drama|Fantasy|Romance,107756,9300
507,"Perfect World, A (1993)",Crime|Drama|Thriller,107808,9559
508,Philadelphia (1993),Drama,107818,9800
509,"Piano, The (1993)",Drama|Romance,107822,713
510,Poetic Justice (1993),Drama,107840,8291
511,"Program, The (1993)",Action|Drama,107889,18133
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,111003,25557
513,Radioland Murders (1994),Comedy|Mystery|Romance,110939,22588
514,"Ref, The (1994)",Comedy,110955,10872
515,"Remains of the Day, The (1993)",Drama|Romance,107943,1245
516,Renaissance Man (1994),Comedy|Drama,110971,11858
517,Rising Sun (1993),Action|Drama|Mystery,107969,7007
518,"Road to Wellville, The (1994)",Comedy,111001,10467
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,107978,5550
520,Robin Hood: Men in Tights (1993),Comedy,107977,8005
521,Romeo Is Bleeding (1993),Crime|Thriller,107983,2088
522,Romper Stomper (1992),Action|Drama,105275,10412
523,Ruby in Paradise (1993),Drama,108000,47889
524,Rudy (1993),Drama,108002,14534
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,105032,41878
527,Schindler's List (1993),Drama|War,108052,424
